Scope	ID	Key	Value
reac	RD770252D	FBA-f	0
reac	RD770252D	FVA95-c	free
reac	RD770252D	FVA95-lb	-1.536423339
reac	RD770252D	FVA95-ub	0
reac	RD770252D	GCR-r	C-B8BC447B
reac	RD770252D	RKO-c	unaf
reac	RD770252D	RKO-r	1
reac	RD7E92D69	FBA-c	zero
reac	RD7E92D69	FBA-f	0
reac	RD7E92D69	FVA95-c	free
reac	RD7E92D69	FVA95-lb	0
reac	RD7E92D69	FVA95-ub	2.310319507
reac	RD7E92D69	GCR-r	C-BAD62738
reac	RD7E92D69	RKO-c	unaf
reac	RD7E92D69	RKO-r	1
reac	RD838F4FB	FBA-c	nonz
reac	RD838F4FB	FBA-f	0.001340927
reac	RD838F4FB	FVA95-c	free
reac	RD838F4FB	FVA95-lb	0.001273881
reac	RD838F4FB	FVA95-ub	0.671284343
reac	RD838F4FB	GCR-r	C-4D5548AE
reac	RD838F4FB	RKO-c	impa
reac	RD838F4FB	RKO-r	0.641208325
reac	RD854FAA1	FBA-c	zero
reac	RD854FAA1	FBA-f	0
reac	RD854FAA1	FVA95-c	bloc
reac	RD854FAA1	FVA95-lb	0
reac	RD854FAA1	FVA95-ub	0
reac	RD854FAA1	GCR-r	zero-flux
reac	RD854FAA1	RKO-c	unaf
reac	RD854FAA1	RKO-r	1
reac	RD861B991	FBA-c	nonz
reac	RD861B991	FBA-f	-0.001305719
reac	RD861B991	FVA95-c	free
reac	RD861B991	FVA95-lb	-0.098122955
reac	RD861B991	FVA95-ub	-0.001240433
reac	RD861B991	GCR-r	C-4FA04CB2
reac	RD861B991	RKO-c	impa
reac	RD861B991	RKO-r	0.641208325
reac	RD89DC48B	FBA-c	zero
reac	RD89DC48B	FBA-f	0
reac	RD89DC48B	FVA95-c	free
reac	RD89DC48B	FVA95-lb	-10000
reac	RD89DC48B	FVA95-ub	10000
reac	RD89DC48B	GCR-r	C-C4ED6729
reac	RD89DC48B	RKO-c	unaf
reac	RD89DC48B	RKO-r	1
reac	RD8AFDF0D	FBA-c	zero
reac	RD8AFDF0D	FBA-f	0
reac	RD8AFDF0D	FVA95-c	free
reac	RD8AFDF0D	FVA95-lb	-10000
reac	RD8AFDF0D	FVA95-ub	10000
reac	RD8AFDF0D	GCR-r	singleton
reac	RD8AFDF0D	RKO-c	unaf
reac	RD8AFDF0D	RKO-r	1
reac	RD8E686DE	FBA-c	zero
reac	RD8E686DE	FBA-f	0
reac	RD8E686DE	FVA95-c	free
reac	RD8E686DE	FVA95-lb	0
reac	RD8E686DE	FVA95-ub	10000
reac	RD8E686DE	GCR-r	C-F2313E34
reac	RD8E686DE	RKO-c	unaf
reac	RD8E686DE	RKO-r	1
reac	RD8FF44C2	FBA-c	nonz
reac	RD8FF44C2	FBA-f	-0.011751475
reac	RD8FF44C2	FVA95-c	free
reac	RD8FF44C2	FVA95-lb	-0.883106597
reac	RD8FF44C2	FVA95-ub	-0.011163901
reac	RD8FF44C2	GCR-r	C-4FA04CB2
reac	RD8FF44C2	RKO-c	impa
reac	RD8FF44C2	RKO-r	0.641208325
reac	RD90101E7	FBA-c	zero
reac	RD90101E7	FBA-f	0
reac	RD90101E7	FVA95-c	free
reac	RD90101E7	FVA95-lb	0
reac	RD90101E7	FVA95-ub	0.834192615
reac	RD90101E7	GCR-r	C-A6AEC6A1
reac	RD90101E7	RKO-c	unaf
reac	RD90101E7	RKO-r	1
reac	RD911C930	FBA-c	nonz
reac	RD911C930	FBA-f	-0.00343058
reac	RD911C930	FVA95-c	free
reac	RD911C930	FVA95-lb	-0.004446551
reac	RD911C930	FVA95-ub	0
reac	RD911C930	GCR-r	C-FBA4B0B
reac	RD911C930	RKO-c	unaf
reac	RD911C930	RKO-r	1
reac	RD9760F6F	FBA-c	zero
reac	RD9760F6F	FBA-f	0
reac	RD9760F6F	FVA95-c	free
reac	RD9760F6F	FVA95-lb	-0.178047058
reac	RD9760F6F	FVA95-ub	0
reac	RD9760F6F	GCR-r	C-B8221C86
reac	RD9760F6F	RKO-c	unaf
reac	RD9760F6F	RKO-r	1
reac	RD997239A	FBA-c	zero
reac	RD997239A	FBA-f	0
reac	RD997239A	FVA95-c	free
reac	RD997239A	FVA95-lb	0
reac	RD997239A	FVA95-ub	0.834192615
reac	RD997239A	GCR-r	C-A6AEC6A1
reac	RD997239A	RKO-c	unaf
reac	RD997239A	RKO-r	1
reac	RD9B8313F	FBA-c	nonz
reac	RD9B8313F	FBA-f	-0.365476407
reac	RD9B8313F	FVA95-c	free
reac	RD9B8313F	FVA95-lb	-10000
reac	RD9B8313F	FVA95-ub	10000
reac	RD9B8313F	GCR-r	singleton
reac	RD9B8313F	RKO-c	unaf
reac	RD9B8313F	RKO-r	1
reac	RD9CBA2A0	FBA-c	zero
reac	RD9CBA2A0	FBA-f	0
reac	RD9CBA2A0	FVA95-c	free
reac	RD9CBA2A0	FVA95-lb	0
reac	RD9CBA2A0	FVA95-ub	0.079148146
reac	RD9CBA2A0	GCR-r	C-1E1810E0
reac	RD9CBA2A0	RKO-c	unaf
reac	RD9CBA2A0	RKO-r	1
reac	RD9D2EA04	FBA-c	zero
reac	RD9D2EA04	FBA-f	0
reac	RD9D2EA04	FVA95-c	bloc
reac	RD9D2EA04	FVA95-lb	0
reac	RD9D2EA04	FVA95-ub	0
reac	RD9D2EA04	GCR-r	C-DD3E2FC2
reac	RD9D2EA04	RKO-c	unaf
reac	RD9D2EA04	RKO-r	1
reac	RD9E19D6F	FBA-c	zero
reac	RD9E19D6F	FBA-f	0
reac	RD9E19D6F	FVA95-c	free
reac	RD9E19D6F	FVA95-lb	-0.1
reac	RD9E19D6F	FVA95-ub	9999.990882
reac	RD9E19D6F	GCR-r	singleton
reac	RD9E19D6F	RKO-c	unaf
reac	RD9E19D6F	RKO-r	1
reac	RDAC1E242	FBA-c	zero
reac	RDAC1E242	FBA-f	0
reac	RDAC1E242	FVA95-c	free
reac	RDAC1E242	FVA95-lb	0
reac	RDAC1E242	FVA95-ub	2.728252536
reac	RDAC1E242	GCR-r	singleton
reac	RDAC1E242	RKO-c	unaf
reac	RDAC1E242	RKO-r	1
reac	RDAE44B03	FBA-c	zero
reac	RDAE44B03	FBA-f	0
reac	RDAE44B03	FVA95-c	bloc
reac	RDAE44B03	FVA95-lb	0
reac	RDAE44B03	FVA95-ub	0
reac	RDAE44B03	GCR-r	zero-flux
reac	RDAE44B03	RKO-c	unaf
reac	RDAE44B03	RKO-r	1
reac	RDAE77DD2	FBA-c	zero
reac	RDAE77DD2	FBA-f	0
reac	RDAE77DD2	FVA95-c	free
reac	RDAE77DD2	FVA95-lb	-5.478338938
reac	RDAE77DD2	FVA95-ub	0
reac	RDAE77DD2	GCR-r	singleton
reac	RDAE77DD2	RKO-c	unaf
reac	RDAE77DD2	RKO-r	1
reac	RDAEAB5C2	FBA-c	zero
reac	RDAEAB5C2	FBA-f	0
reac	RDAEAB5C2	FVA95-c	bloc
reac	RDAEAB5C2	FVA95-lb	0
reac	RDAEAB5C2	FVA95-ub	0
reac	RDAEAB5C2	GCR-r	C-D091E725
reac	RDAEAB5C2	RKO-c	unaf
reac	RDAEAB5C2	RKO-r	1
reac	RDAED1D1E	FBA-c	nonz
reac	RDAED1D1E	FBA-f	0.01619034
reac	RDAED1D1E	FVA95-c	free
reac	RDAED1D1E	FVA95-lb	0.015380823
reac	RDAED1D1E	FVA95-ub	0.05
reac	RDAED1D1E	GCR-r	C-C65A190E
reac	RDAED1D1E	RKO-c	leth
reac	RDAED1D1E	RKO-r	0
reac	RDB530B23	FBA-c	zero
reac	RDB530B23	FBA-f	0
reac	RDB530B23	FVA95-c	free
reac	RDB530B23	FVA95-lb	-10000
reac	RDB530B23	FVA95-ub	0.034619177
reac	RDB530B23	GCR-r	C-5C34FAB4
reac	RDB530B23	RKO-c	unaf
reac	RDB530B23	RKO-r	1
reac	RDB7C950C	FBA-c	zero
reac	RDB7C950C	FBA-f	0
reac	RDB7C950C	FVA95-c	free
reac	RDB7C950C	FVA95-lb	0
reac	RDB7C950C	FVA95-ub	1.169133784
reac	RDB7C950C	GCR-r	singleton
reac	RDB7C950C	RKO-c	unaf
reac	RDB7C950C	RKO-r	1
reac	RDB7F6025	FBA-c	zero
reac	RDB7F6025	FBA-f	0
reac	RDB7F6025	FVA95-c	bloc
reac	RDB7F6025	FVA95-lb	0
reac	RDB7F6025	FVA95-ub	0
reac	RDB7F6025	GCR-r	C-234CA8CD
reac	RDB7F6025	RKO-c	unaf
reac	RDB7F6025	RKO-r	1
reac	RDC81D060	FBA-c	zero
reac	RDC81D060	FBA-f	0
reac	RDC81D060	FVA95-c	free
reac	RDC81D060	FVA95-lb	-3.052476136
reac	RDC81D060	FVA95-ub	0
reac	RDC81D060	GCR-r	singleton
reac	RDC81D060	RKO-c	unaf
reac	RDC81D060	RKO-r	1
reac	RDCC43D65	FBA-c	nonz
reac	RDCC43D65	FBA-f	-0.012412013
reac	RDCC43D65	FVA95-c	free
reac	RDCC43D65	FVA95-lb	-10000
reac	RDCC43D65	FVA95-ub	10000
reac	RDCC43D65	GCR-r	singleton
reac	RDCC43D65	RKO-c	unaf
reac	RDCC43D65	RKO-r	1
reac	RDCF8D3CE	FBA-c	zero
reac	RDCF8D3CE	FBA-f	0
reac	RDCF8D3CE	FVA95-c	free
reac	RDCF8D3CE	FVA95-lb	-10000
reac	RDCF8D3CE	FVA95-ub	10000
reac	RDCF8D3CE	GCR-r	C-271E45A9
reac	RDCF8D3CE	RKO-c	unaf
reac	RDCF8D3CE	RKO-r	1
reac	RDCFAAC01	FBA-c	zero
reac	RDCFAAC01	FBA-f	0
reac	RDCFAAC01	FVA95-c	free
reac	RDCFAAC01	FVA95-lb	0
reac	RDCFAAC01	FVA95-ub	10000
reac	RDCFAAC01	GCR-r	C-B4CE5E0C
reac	RDCFAAC01	RKO-c	unaf
reac	RDCFAAC01	RKO-r	1
reac	RDD00E383	FBA-c	zero
reac	RDD00E383	FBA-f	0
reac	RDD00E383	FVA95-c	free
reac	RDD00E383	FVA95-lb	0
reac	RDD00E383	FVA95-ub	0.717340751
reac	RDD00E383	GCR-r	C-E2CAA697
reac	RDD00E383	RKO-c	unaf
reac	RDD00E383	RKO-r	1
reac	RDD2C8250	FBA-c	zero
reac	RDD2C8250	FBA-f	0
reac	RDD2C8250	FVA95-c	bloc
reac	RDD2C8250	FVA95-lb	0
reac	RDD2C8250	FVA95-ub	0
reac	RDD2C8250	GCR-r	zero-flux
reac	RDD2C8250	RKO-c	unaf
reac	RDD2C8250	RKO-r	1
reac	RDD390642	FBA-c	zero
reac	RDD390642	FBA-f	0
reac	RDD390642	FVA95-c	free
reac	RDD390642	FVA95-lb	0
reac	RDD390642	FVA95-ub	0.096882522
reac	RDD390642	GCR-r	C-933F19A3
reac	RDD390642	RKO-c	unaf
reac	RDD390642	RKO-r	1
reac	RDD3DD205	FBA-c	zero
reac	RDD3DD205	FBA-f	0
reac	RDD3DD205	FVA95-c	free
reac	RDD3DD205	FVA95-lb	-10000
reac	RDD3DD205	FVA95-ub	10000
reac	RDD3DD205	GCR-r	singleton
reac	RDD3DD205	RKO-c	unaf
reac	RDD3DD205	RKO-r	1
reac	RDDFBF01	FBA-c	zero
reac	RDDFBF01	FBA-f	-1.42705E-10
reac	RDDFBF01	FVA95-c	free
reac	RDDFBF01	FVA95-lb	-1.598585858
reac	RDDFBF01	FVA95-ub	0
reac	RDDFBF01	GCR-r	C-8035AB8D
reac	RDDFBF01	RKO-c	unaf
reac	RDDFBF01	RKO-r	1
reac	RDDFE434C	FBA-c	zero
reac	RDDFE434C	FBA-f	0
reac	RDDFE434C	FVA95-c	free
reac	RDDFE434C	FVA95-lb	-10000
reac	RDDFE434C	FVA95-ub	0
reac	RDDFE434C	GCR-r	singleton
reac	RDDFE434C	RKO-c	unaf
reac	RDDFE434C	RKO-r	1
reac	RDE10A669	FBA-c	zero
reac	RDE10A669	FBA-f	0
reac	RDE10A669	FVA95-c	free
reac	RDE10A669	FVA95-lb	-10000
reac	RDE10A669	FVA95-ub	10000
reac	RDE10A669	GCR-r	C-548EC55
reac	RDE10A669	RKO-c	unaf
reac	RDE10A669	RKO-r	1
reac	RDE4F1369	FBA-c	zero
reac	RDE4F1369	FBA-f	0
reac	RDE4F1369	FVA95-c	free
reac	RDE4F1369	FVA95-lb	-10000
reac	RDE4F1369	FVA95-ub	0
reac	RDE4F1369	GCR-r	singleton
reac	RDE4F1369	RKO-c	unaf
reac	RDE4F1369	RKO-r	1
reac	RDE7A580	FBA-c	zero
reac	RDE7A580	FBA-f	0
reac	RDE7A580	FVA95-c	free
reac	RDE7A580	FVA95-lb	-10000
reac	RDE7A580	FVA95-ub	10000
reac	RDE7A580	GCR-r	C-271E45A9
reac	RDE7A580	RKO-c	unaf
reac	RDE7A580	RKO-r	1
reac	RDEBCD331	FBA-c	zero
reac	RDEBCD331	FBA-f	0
reac	RDEBCD331	FVA95-c	free
reac	RDEBCD331	FVA95-lb	0
reac	RDEBCD331	FVA95-ub	0.265938783
reac	RDEBCD331	GCR-r	C-AD869B75
reac	RDEBCD331	RKO-c	unaf
reac	RDEBCD331	RKO-r	1
reac	RDF76CA57	FBA-c	zero
reac	RDF76CA57	FBA-f	0
reac	RDF76CA57	FVA95-c	free
reac	RDF76CA57	FVA95-lb	0
reac	RDF76CA57	FVA95-ub	0.356659887
reac	RDF76CA57	GCR-r	singleton
reac	RDF76CA57	RKO-c	unaf
reac	RDF76CA57	RKO-r	1
reac	RDFEC0A4C	FBA-c	nonz
reac	RDFEC0A4C	FBA-f	-0.001305719
reac	RDFEC0A4C	FVA95-c	free
reac	RDFEC0A4C	FVA95-lb	-0.001305719
reac	RDFEC0A4C	FVA95-ub	-0.001240433
reac	RDFEC0A4C	GCR-r	C-A204F57
reac	RDFEC0A4C	RKO-c	leth
reac	RDFEC0A4C	RKO-r	0
reac	RDFEEBAF3	FBA-c	zero
reac	RDFEEBAF3	FBA-f	0
reac	RDFEEBAF3	FVA95-c	free
reac	RDFEEBAF3	FVA95-lb	0
reac	RDFEEBAF3	FVA95-ub	10000
reac	RDFEEBAF3	GCR-r	singleton
reac	RDFEEBAF3	RKO-c	unaf
reac	RDFEEBAF3	RKO-r	1
reac	RE017A256	FBA-c	zero
reac	RE017A256	FBA-f	0
reac	RE017A256	FVA95-c	free
reac	RE017A256	FVA95-lb	0
reac	RE017A256	FVA95-ub	3.903176779
reac	RE017A256	GCR-r	C-1D37C829
reac	RE017A256	RKO-c	unaf
reac	RE017A256	RKO-r	1
reac	RE0506E55	FBA-c	zero
reac	RE0506E55	FBA-f	0
reac	RE0506E55	FVA95-c	free
reac	RE0506E55	FVA95-lb	-2.739169469
reac	RE0506E55	FVA95-ub	0
reac	RE0506E55	GCR-r	C-D36708B8
reac	RE0506E55	RKO-c	unaf
reac	RE0506E55	RKO-r	1
reac	RE07B986E	FBA-c	zero
reac	RE07B986E	FBA-f	0
reac	RE07B986E	FVA95-c	free
reac	RE07B986E	FVA95-lb	-10000
reac	RE07B986E	FVA95-ub	10000
reac	RE07B986E	GCR-r	singleton
reac	RE07B986E	RKO-c	unaf
reac	RE07B986E	RKO-r	1
reac	RE12DF594	FBA-c	zero
reac	RE12DF594	FBA-f	0
reac	RE12DF594	FVA95-c	free
reac	RE12DF594	FVA95-lb	0
reac	RE12DF594	FVA95-ub	0.175019066
reac	RE12DF594	GCR-r	C-ED1A8738
reac	RE12DF594	RKO-c	unaf
reac	RE12DF594	RKO-r	1
reac	RE142E088	FBA-c	zero
reac	RE142E088	FBA-f	0
reac	RE142E088	FVA95-c	bloc
reac	RE142E088	FVA95-lb	0
reac	RE142E088	FVA95-ub	0
reac	RE142E088	GCR-r	C-9A756CF0
reac	RE142E088	RKO-c	unaf
reac	RE142E088	RKO-r	1
reac	RE16EF885	FBA-c	zero
reac	RE16EF885	FBA-f	0
reac	RE16EF885	FVA95-c	bloc
reac	RE16EF885	FVA95-lb	0
reac	RE16EF885	FVA95-ub	0
reac	RE16EF885	GCR-r	zero-flux
reac	RE16EF885	RKO-c	unaf
reac	RE16EF885	RKO-r	1
reac	RE1876561	FBA-c	nonz
reac	RE1876561	FBA-f	-0.003658613
reac	RE1876561	FVA95-c	free
reac	RE1876561	FVA95-lb	-1.836580021
reac	RE1876561	FVA95-ub	-0.003475682
reac	RE1876561	GCR-r	singleton
reac	RE1876561	RKO-c	leth
reac	RE1876561	RKO-r	0
reac	RE1B59CAC	FBA-c	zero
reac	RE1B59CAC	FBA-f	0
reac	RE1B59CAC	FVA95-c	free
reac	RE1B59CAC	FVA95-lb	-10000
reac	RE1B59CAC	FVA95-ub	10000
reac	RE1B59CAC	GCR-r	singleton
reac	RE1B59CAC	RKO-c	unaf
reac	RE1B59CAC	RKO-r	1
reac	RE1C378C4	FBA-c	zero
reac	RE1C378C4	FBA-f	0
reac	RE1C378C4	FVA95-c	free
reac	RE1C378C4	FVA95-lb	0
reac	RE1C378C4	FVA95-ub	5.456505073
reac	RE1C378C4	GCR-r	C-E146C2FA
reac	RE1C378C4	RKO-c	unaf
reac	RE1C378C4	RKO-r	1
reac	RE1CA5644	FBA-c	zero
reac	RE1CA5644	FBA-f	0
reac	RE1CA5644	FVA95-c	free
reac	RE1CA5644	FVA95-lb	-0.884949245
reac	RE1CA5644	FVA95-ub	0
reac	RE1CA5644	GCR-r	C-CFE8C736
reac	RE1CA5644	RKO-c	unaf
reac	RE1CA5644	RKO-r	1
reac	RE1E67B9E	FBA-c	zero
reac	RE1E67B9E	FBA-f	0
reac	RE1E67B9E	FVA95-c	free
reac	RE1E67B9E	FVA95-lb	-10000
reac	RE1E67B9E	FVA95-ub	10000
reac	RE1E67B9E	GCR-r	singleton
reac	RE1E67B9E	RKO-c	unaf
reac	RE1E67B9E	RKO-r	1
reac	RE2AD5E54	FBA-c	zero
reac	RE2AD5E54	FBA-f	0
reac	RE2AD5E54	FVA95-c	free
reac	RE2AD5E54	FVA95-lb	-0.284902138
reac	RE2AD5E54	FVA95-ub	10000
reac	RE2AD5E54	GCR-r	singleton
reac	RE2AD5E54	RKO-c	unaf
reac	RE2AD5E54	RKO-r	1
reac	RE2B220BF	FBA-c	zero
reac	RE2B220BF	FBA-f	0
reac	RE2B220BF	FVA95-c	bloc
reac	RE2B220BF	FVA95-lb	0
reac	RE2B220BF	FVA95-ub	0
reac	RE2B220BF	GCR-r	C-DB25FA44
reac	RE2B220BF	RKO-c	unaf
reac	RE2B220BF	RKO-r	1
reac	RE2C9A0BB	FBA-c	nonz
reac	RE2C9A0BB	FBA-f	-0.00343058
reac	RE2C9A0BB	FVA95-c	free
reac	RE2C9A0BB	FVA95-lb	-0.004446551
reac	RE2C9A0BB	FVA95-ub	0
reac	RE2C9A0BB	GCR-r	C-FBA4B0B
reac	RE2C9A0BB	RKO-c	unaf
reac	RE2C9A0BB	RKO-r	1
reac	RE2F53E7F	FBA-c	zero
reac	RE2F53E7F	FBA-f	0
reac	RE2F53E7F	FVA95-c	free
reac	RE2F53E7F	FVA95-lb	-10000
reac	RE2F53E7F	FVA95-ub	10000
reac	RE2F53E7F	GCR-r	singleton
reac	RE2F53E7F	RKO-c	unaf
reac	RE2F53E7F	RKO-r	1
reac	RE2FD32D7	FBA-c	zero
reac	RE2FD32D7	FBA-f	0
reac	RE2FD32D7	FVA95-c	free
reac	RE2FD32D7	FVA95-lb	-0.098122955
reac	RE2FD32D7	FVA95-ub	0
reac	RE2FD32D7	GCR-r	singleton
reac	RE2FD32D7	RKO-c	unaf
reac	RE2FD32D7	RKO-r	1
reac	RE3198A0B	FBA-c	nonz
reac	RE3198A0B	FBA-f	-0.064010177
reac	RE3198A0B	FVA95-c	free
reac	RE3198A0B	FVA95-lb	-3.426519295
reac	RE3198A0B	FVA95-ub	0
reac	RE3198A0B	GCR-r	C-3266145F
reac	RE3198A0B	RKO-c	unaf
reac	RE3198A0B	RKO-r	1
reac	RE3350050	FBA-c	zero
reac	RE3350050	FBA-f	0
reac	RE3350050	FVA95-c	free
reac	RE3350050	FVA95-lb	-1.494092438
reac	RE3350050	FVA95-ub	0
reac	RE3350050	GCR-r	C-A7167BF0
reac	RE3350050	RKO-c	unaf
reac	RE3350050	RKO-r	1
reac	RE3498CEF	FBA-c	zero
reac	RE3498CEF	FBA-f	0
reac	RE3498CEF	FVA95-c	free
reac	RE3498CEF	FVA95-lb	0
reac	RE3498CEF	FVA95-ub	3.068878588
reac	RE3498CEF	GCR-r	C-4FDC25EA
reac	RE3498CEF	RKO-c	unaf
reac	RE3498CEF	RKO-r	1
reac	RE37287ED	FBA-c	nonz
reac	RE37287ED	FBA-f	0.010976976
reac	RE37287ED	FVA95-c	free
reac	RE37287ED	FVA95-lb	-10000
reac	RE37287ED	FVA95-ub	10000
reac	RE37287ED	GCR-r	singleton
reac	RE37287ED	RKO-c	unaf
reac	RE37287ED	RKO-r	1
reac	RE3B54CCC	FBA-c	zero
reac	RE3B54CCC	FBA-f	0
reac	RE3B54CCC	FVA95-c	bloc
reac	RE3B54CCC	FVA95-lb	0
reac	RE3B54CCC	FVA95-ub	0
reac	RE3B54CCC	GCR-r	zero-flux
reac	RE3B54CCC	RKO-c	unaf
reac	RE3B54CCC	RKO-r	1
reac	RE410FF1	FBA-c	zero
reac	RE410FF1	FBA-f	0
reac	RE410FF1	FVA95-c	free
reac	RE410FF1	FVA95-lb	-10000
reac	RE410FF1	FVA95-ub	10000
reac	RE410FF1	GCR-r	singleton
reac	RE410FF1	RKO-c	unaf
reac	RE410FF1	RKO-r	1
reac	RE43F4E3B	FBA-c	zero
reac	RE43F4E3B	FBA-f	2.86137E-11
reac	RE43F4E3B	FVA95-c	free
reac	RE43F4E3B	FVA95-lb	-10000
reac	RE43F4E3B	FVA95-ub	10000
reac	RE43F4E3B	GCR-r	singleton
reac	RE43F4E3B	RKO-c	unaf
reac	RE43F4E3B	RKO-r	1
reac	RE47D2287	FBA-c	zero
reac	RE47D2287	FBA-f	0
reac	RE47D2287	FVA95-c	bloc
reac	RE47D2287	FVA95-lb	0
reac	RE47D2287	FVA95-ub	0
reac	RE47D2287	GCR-r	C-FD812A3
reac	RE47D2287	RKO-c	unaf
reac	RE47D2287	RKO-r	1
reac	RE4892F0E	FBA-c	zero
reac	RE4892F0E	FBA-f	0
reac	RE4892F0E	FVA95-c	bloc
reac	RE4892F0E	FVA95-lb	0
reac	RE4892F0E	FVA95-ub	0
reac	RE4892F0E	GCR-r	I-A4474F40
reac	RE4892F0E	RKO-c	unaf
reac	RE4892F0E	RKO-r	1
reac	RE4CBB3E4	FBA-c	zero
reac	RE4CBB3E4	FBA-f	0
reac	RE4CBB3E4	FVA95-c	free
reac	RE4CBB3E4	FVA95-lb	0
reac	RE4CBB3E4	FVA95-ub	9.130564896
reac	RE4CBB3E4	GCR-r	C-8061D324
reac	RE4CBB3E4	RKO-c	unaf
reac	RE4CBB3E4	RKO-r	1
reac	RE4FD51EF	FBA-c	zero
reac	RE4FD51EF	FBA-f	0
reac	RE4FD51EF	FVA95-c	bloc
reac	RE4FD51EF	FVA95-lb	0
reac	RE4FD51EF	FVA95-ub	0
reac	RE4FD51EF	GCR-r	C-DD3E2FC2
reac	RE4FD51EF	RKO-c	unaf
reac	RE4FD51EF	RKO-r	1
reac	RE502D1FD	FBA-c	zero
reac	RE502D1FD	FBA-f	0
reac	RE502D1FD	FVA95-c	free
reac	RE502D1FD	FVA95-lb	0
reac	RE502D1FD	FVA95-ub	0.478232973
reac	RE502D1FD	GCR-r	C-15B0B0B3
reac	RE502D1FD	RKO-c	unaf
reac	RE502D1FD	RKO-r	1
reac	RE53397C0	FBA-c	zero
reac	RE53397C0	FBA-f	0
reac	RE53397C0	FVA95-c	free
reac	RE53397C0	FVA95-lb	-1.565239697
reac	RE53397C0	FVA95-ub	0
reac	RE53397C0	GCR-r	C-6C856984
reac	RE53397C0	RKO-c	unaf
reac	RE53397C0	RKO-r	1
reac	RE55B5B56	FBA-c	zero
reac	RE55B5B56	FBA-f	1.42089E-10
reac	RE55B5B56	FVA95-c	free
reac	RE55B5B56	FVA95-lb	0
reac	RE55B5B56	FVA95-ub	1.610990192
reac	RE55B5B56	GCR-r	C-FA7DA1F3
reac	RE55B5B56	RKO-c	unaf
reac	RE55B5B56	RKO-r	1
reac	RE5607056	FBA-c	nonz
reac	RE5607056	FBA-f	-0.186638861
reac	RE5607056	FVA95-c	free
reac	RE5607056	FVA95-lb	-6.710258517
reac	RE5607056	FVA95-ub	0.079148146
reac	RE5607056	GCR-r	singleton
reac	RE5607056	RKO-c	unaf
reac	RE5607056	RKO-r	1
reac	RE5DB9279	FBA-c	zero
reac	RE5DB9279	FBA-f	0
reac	RE5DB9279	FVA95-c	bloc
reac	RE5DB9279	FVA95-lb	0
reac	RE5DB9279	FVA95-ub	0
reac	RE5DB9279	GCR-r	I-28F39D0F
reac	RE5DB9279	RKO-c	unaf
reac	RE5DB9279	RKO-r	1
reac	RE5F8030E	FBA-c	zero
reac	RE5F8030E	FBA-f	0
reac	RE5F8030E	FVA95-c	free
reac	RE5F8030E	FVA95-lb	0
reac	RE5F8030E	FVA95-ub	2.208553097
reac	RE5F8030E	GCR-r	C-15D49408
reac	RE5F8030E	RKO-c	unaf
reac	RE5F8030E	RKO-r	1
reac	RE6030202	FBA-c	zero
reac	RE6030202	FBA-f	0
reac	RE6030202	FVA95-c	free
reac	RE6030202	FVA95-lb	0
reac	RE6030202	FVA95-ub	5.478338938
reac	RE6030202	GCR-r	singleton
reac	RE6030202	RKO-c	unaf
reac	RE6030202	RKO-r	1
reac	RE6160B55	FBA-c	zero
reac	RE6160B55	FBA-f	0
reac	RE6160B55	FVA95-c	free
reac	RE6160B55	FVA95-lb	-5.478338938
reac	RE6160B55	FVA95-ub	0
reac	RE6160B55	GCR-r	singleton
reac	RE6160B55	RKO-c	unaf
reac	RE6160B55	RKO-r	1
reac	RE658D100	FBA-c	nonz
reac	RE658D100	FBA-f	-0.897742592
reac	RE658D100	FVA95-c	free
reac	RE658D100	FVA95-lb	-10000
reac	RE658D100	FVA95-ub	10000
reac	RE658D100	GCR-r	singleton
reac	RE658D100	RKO-c	unaf
reac	RE658D100	RKO-r	1
reac	RE661C8EB	FBA-c	zero
reac	RE661C8EB	FBA-f	0
reac	RE661C8EB	FVA95-c	free
reac	RE661C8EB	FVA95-lb	0
reac	RE661C8EB	FVA95-ub	2.740312253
reac	RE661C8EB	GCR-r	singleton
reac	RE661C8EB	RKO-c	unaf
reac	RE661C8EB	RKO-r	1
reac	RE6DE0DC0	FBA-c	zero
reac	RE6DE0DC0	FBA-f	0
reac	RE6DE0DC0	FVA95-c	bloc
reac	RE6DE0DC0	FVA95-lb	0
reac	RE6DE0DC0	FVA95-ub	0
reac	RE6DE0DC0	GCR-r	zero-flux
reac	RE6DE0DC0	RKO-c	unaf
reac	RE6DE0DC0	RKO-r	1
reac	RE7398837	FBA-c	zero
reac	RE7398837	FBA-f	0
reac	RE7398837	FVA95-c	bloc
reac	RE7398837	FVA95-lb	0
reac	RE7398837	FVA95-ub	0
reac	RE7398837	GCR-r	C-34180964
reac	RE7398837	RKO-c	unaf
reac	RE7398837	RKO-r	1
reac	RE73D2ED2	FBA-c	nonz
reac	RE73D2ED2	FBA-f	-0.02162334
reac	RE73D2ED2	FVA95-c	free
reac	RE73D2ED2	FVA95-lb	-0.02162334
reac	RE73D2ED2	FVA95-ub	9999.979458
reac	RE73D2ED2	GCR-r	singleton
reac	RE73D2ED2	RKO-c	unaf
reac	RE73D2ED2	RKO-r	1
reac	RE7A10E3C	FBA-c	zero
reac	RE7A10E3C	FBA-f	0
reac	RE7A10E3C	FVA95-c	free
reac	RE7A10E3C	FVA95-lb	-10000
